,id,title,image_url,price,rating,reviews,category
344,345,데일로엔 여성 레이어드 면 반팔 티셔츠 수량:2,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5ea5/b414d424bb845b84386e7072d1280261665b4e75306a056e728f3cc8ce65.jpg,16050,4.5,97,woman_clothes
345,346,[1015마켓][3만장돌파]르엔 링클 나시 롱 원피스,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cef9/3b6d247f70bc80f7efb5a6c200c1e9736b0444378c07658cbf690ba1e6ca.jpg,24900,5.0,12,woman_clothes
346,347,에쉬울프 롱원피스 빅사이즈 오버핏 롱셔츠 원피스 셔츠원피스 카라셔츠 박스 루즈핏 롱기장 임부복 체형커버,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6e6a/7b45a8903fb63e273f40ff9b19dc621af8cf2b90237a4cb44af2365ea7d5.jpg,13990,3.5,6,woman_clothes
347,348,스포츠 워터 빅사이즈 레깅스,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/30f4/54431b55a4258692736f367842349fbc30a8e519b4b9242c4dc88d02525f.jpg,11800,5.0,72,woman_clothes
348,349,헤인느 심리스 스판 끈나시 브라탑 일체형 3종 세트,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a21f/8beffdce3ba41fee0c86680f8638b6330cc5795639ae7a69d2624767a757.png,16800,4.5,102,woman_clothes
349,350,투디 반팔 핀턱 카라 셔츠 롱원피스 3컬러,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a77f/c49f8e161517678d91fad2fbf8ce7234aa22775408f0c3c5b84f6ee62818.jpg,32870,4.5,104,woman_clothes
350,351,드림홈스 더날씬해보이는 마법5부레깅스,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c418/405f124b37a353b0c4daa019040bb517b006665d0adfc2cbff00cad88508.jpg,14900,5.0,31,woman_clothes
351,352,[에이스토리] 봄 여름 뷔스티에 등 리본 빅사이즈 롱 원피스,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9f21/b9e012d8e1399bfc135e5b948d48f8629b96cd4f0ce78e2354a7a0116e45.png,19800,4.0,288,woman_clothes
352,353,라라홀리 데일리 체크 루즈핏 벌룬소매 썸머 롱 긴팔 셔츠,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cec6/812d821d4ea68f41882c2a293e076f113c5d870702019e4635e51f0b6cdb.JPG,14320,4.0,9,woman_clothes
353,354,엘베라노 여성 여름 인견 와이드 8부 밴딩 팬츠 빅사이즈 통바지,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c1d4/47f12b6901d39cb9054c1f2df4606b4e32f464cb3a098a61cd804a1bd232.jpg,12500,4.0,35,woman_clothes
354,355,케빈 볼레로 가디건 빅사이즈 오버핏 여름가디건 시원한가디건 볼레로 그물 여성용,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a0a3/90957299b305d0a8cdf886d0542b0d7441e257d299e1d4a4552e7cdc1b8c.jpg,16020,4.5,362,woman_clothes
355,356,데일리앤 네르 여름 5부 데님 와이드 청 반바지 밴딩 치마바지 77,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b8c9/e8b2193da6626f3af7d41c1cb85c0579e5df5425c9a4d3eeb5c1c6ebb34c.jpg,14800,4.5,48,woman_clothes
356,357,[빅사이즈/4XL] 크고이쁨/올핏 쿨 남방(체크) 2color,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0adc/157c09d8d0722f166e1766b64bb412b944a792c910d120f229486f8ef825.jpg,23400,4.5,48,woman_clothes
357,358,베이직스킨 여성 래쉬가드 이너 세트 BEL-R215K,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/08/21/20/9/8a0e6415-b00e-42a5-a2db-544144b7b64e.jpg,21420,4.5,2288,woman_clothes
358,359,오지다 냉장고 끈 원피스,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/af98/27701c7b4a3c5e53d2d1816f38ca707d0c6ea0edf86a422a319b705dea5c.jpg,8900,4.0,1884,woman_clothes
359,360,벤디스 서포트 래쉬가드 이너 브라탑 W216,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/306238177993520-560a8ddd-880e-4a37-9518-3564a12e2e2d.jpg,9900,4.5,73,woman_clothes
360,361,라라홀리 데일리 체크 루즈핏 벌룬소매 썸머 롱 긴팔 셔츠,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cec6/812d821d4ea68f41882c2a293e076f113c5d870702019e4635e51f0b6cdb.JPG,14320,4.0,9,woman_clothes
361,362,[기장 수선 안해도 되는] 숏 기본 롱 세가지 기장 트레이닝 와이드 핏 바지,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7d66/0e605ad711a433b9f2b06b7f7ae26775529f1a0e46cc944bad5f1dbb4ee3.png,11900,4.5,1629,woman_clothes
362,363,아차거 ACHAGER 아이스 냉방 선풍기 조끼,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/acc0/e5eb5fa5e0773f935fa13acba7b7aac9f8fdee3da0ac05acf7afe2a86e77.jpg,39650,4.0,684,woman_clothes
363,364,드림홈스 더날씬해보이는 마법5부레깅스,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c418/405f124b37a353b0c4daa019040bb517b006665d0adfc2cbff00cad88508.jpg,14900,5.0,31,woman_clothes
364,365,이노뱅크 맥시 롱 민소매 원피스,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6a15/3703eaa0ac1910e1bedd7b3d0ddb39f5ceec2fff6da5883c414a01ef0308.jpg,19100,4.5,285,woman_clothes
365,366,슈가언니 [2단기장/hip] 여름강추 바스락 나일론 5부 카고 반바지 숏팬츠 21547,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ccb4/68df3eaf1c3468c5896ed98f2e5f56b28b3ec5833fa73de77abf42e6cff5.jpg,12900,4.0,7,woman_clothes
366,367,데일로엔 여성 레이어드 면 반팔 티셔츠 수량:2,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5ea5/b414d424bb845b84386e7072d1280261665b4e75306a056e728f3cc8ce65.jpg,16050,4.5,97,woman_clothes
367,368,헤링본 여성 래쉬가드팬츠 워터레깅스 이너 투인원 보드숏 반바지 비치웨어 바캉스룩 A172W,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2273/1d0304f7daf142a243e4d726c0dbd639d7b2197626d400a4a364e3adcc98.jpg,29800,4.5,2616,woman_clothes
368,369,엘베라노 여성 여름 인견 와이드 8부 밴딩 팬츠 빅사이즈 통바지,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c1d4/47f12b6901d39cb9054c1f2df4606b4e32f464cb3a098a61cd804a1bd232.jpg,12500,4.0,35,woman_clothes
369,370,프롬코 여성 7부소매 블랙 핀턱 롱 원피스 FRC180,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0514/7ad37e5a05dfc606ab29b616479ce6acb24bbba5f5e4af3041a0279f8065.jpg,35800,4.5,164,woman_clothes
370,371,로이몬스터 체형커버 상하의 2장세트 인디고오버핏래쉬,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/67e0/60c546fcbae4c1015f1296b7bc7ee2d964a04c34ed54cb0dd4deddc4d6bd.jpg,19800,4.5,586,woman_clothes
371,372,[당일발송] 77~99 빅사이즈 (쿨)냉장고 반팔원피스 / 나시 원피스,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c101/6c853a76900072f0cde80ae6c663a29a45013291c695177aa27a946ab2f5.jpg,7900,4.5,459,woman_clothes
372,373,HOINCO여성 아이스 팬츠(1+1) 냉장고바지,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1a68/e36b65839f24e65fec7ef3aeebc611a9a629ef6665138edcbac95c5eabca.png,13320,4.5,53,woman_clothes
373,374,가비진 여성용 여름 시원한 스판 쫀쫀 밴드 카고 조거 팬츠 쿨바지,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6e56/a6fe40fb44d608185fdb7839e831ebb2c90aea2c39f2edf920858dfb17e6.jpg,15900,4.5,984,woman_clothes
374,375,스타일몬 여성 골지 나시 민소매 2P세트,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/fe95/dfc3f78e0662500842393ca3642d317d7c886dd71edff1d1f5ffab9d1d62.jpg,13790,4.0,1853,woman_clothes
375,376,스포츠 워터 빅사이즈 레깅스,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/30f4/54431b55a4258692736f367842349fbc30a8e519b4b9242c4dc88d02525f.jpg,11800,5.0,72,woman_clothes
376,377,리뉴홈 여성 면 프린팅 반팔티 반팔티셔츠 2P,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6763/1e68793777d3551b6c806e662b08deffef6771d8ad24cd665e2c9817410d.jpg,17900,4.5,747,woman_clothes
377,378,[오버나인] 여자 여성 빅사이즈 원턱 슬랙스 반바지,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8cb3/7ec9045397c6161997048098ae5022682cd31ff87753a5199ea782fd9fae.jpg,19800,5.0,23,woman_clothes
378,379,오버핏 가로 절개 카라 티셔츠(5color),https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/686d/786b64421450dfc3b4e25d79218d57b418b9ea6553a8a75081f3b0c04090.png,10550,3.5,100,woman_clothes
379,380,데일로엔 여성용 무지 브이넥 반팔 티셔츠 1413,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1ca1/aac39fdc91086f53490a466e12e826a44e4834d8f72b08b476b9a5410d0d.jpg,15900,4.5,11720,woman_clothes
380,381,투디 반팔 핀턱 카라 셔츠 롱원피스 3컬러,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a77f/c49f8e161517678d91fad2fbf8ce7234aa22775408f0c3c5b84f6ee62818.jpg,32870,4.5,104,woman_clothes
381,382,데일리앤 마하 보헤미안 에스닉 여름 뷔스티에 나시 롱 원피스 77 바캉스 휴양지룩,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/68a3/9681f5a4e39c74b404d4aefc1fb0bd45a25d5a92fe7bb57164967f146c06.jpg,16800,5.0,7,woman_clothes
382,383,데일리앤 네르 여름 5부 데님 와이드 청 반바지 밴딩 치마바지 77,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b8c9/e8b2193da6626f3af7d41c1cb85c0579e5df5425c9a4d3eeb5c1c6ebb34c.jpg,14800,4.5,48,woman_clothes
383,384,[국내출하] KORELAN 1+1 겨드랑이 색소침착 팔꿈치 사타구니 y존 바디미백 톤업크림,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ce1c/75f031fbee74cf8da8bb5943b3c507b40da4eb3b61c6adcb5625138cbd1f.jpg,16800,4.5,848,woman_clothes
384,385,에쉬울프 여성 라운드 니트 가디건,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c41f/982caf44abbc18cfc47658da09117f582a369503ec7fb3e4b0d902e48708.jpg,11900,4.5,39,woman_clothes
385,386,"여성 여름 수영복 세트 캐주얼 끈나시 상의 반바지 반팔 티셔츠 상하의 3피스 세트 스포츠 비키니 래쉬가드 3종 세트 MJS, 스타일1, 블루",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/65ab/82c72c0cc3d336020cea4919f7feb994bacbbb50e25431b5c70bde046d75.jpg,21330,5.0,53,woman_clothes
386,387,네오빔 여성 스트라이프 루즈핏 래쉬가드 3종 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9108/0153adca2ca4ba7fd63cea06944196231359a69c3c31ec27daeb7dd86b63.jpg,19800,4.5,55,woman_clothes
387,388,[에이스토리] 봄 여름 뷔스티에 등 리본 빅사이즈 롱 원피스,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9f21/b9e012d8e1399bfc135e5b948d48f8629b96cd4f0ce78e2354a7a0116e45.png,19800,4.0,288,woman_clothes
388,389,큰귀멍멍 여성용 긴팔 수영복 비치웨어 5종 풀세트 래쉬가드,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6523/94d6b7e5e707e5e11a5ef11cd27f09811fa844f17d444cda0884f23897fa.jpg,28600,4.5,205,woman_clothes
389,390,반스 볼레로 반팔 여성 여름 크롭 쿨링 반팔 그물 펀칭 볼레로 커버업 가디건 뜨개 미니가디건 숏가디건 니트 봄 의류 여자 비치 해변 로브 여름가디건 매듭 숄가디건,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3fcb/d896e7b98a0285f9040af24a8b445eb1a4056137a3a44f6240b990d494cf.jpg,16800,3.5,14,woman_clothes
390,391,라켓 트레이닝 세트 여성용 운동복 반바지 반팔,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0b5b/20d9af748d1bbb4d1ef11a4803b1b03fd2a2a299afaa9aeba0e1283231d8.jpg,17920,4.5,330,woman_clothes
391,392,ELLE PARIS 여성용 라운드넥 반팔 블라우스,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5727823866927542-129f96dd-7b28-4c90-bb82-3ab156875443.jpg,15900,4.5,53,woman_clothes
392,393,여성 냉장고바지 몸빼 밴딩 바지 1+1,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/00ab/f8ed93c4532a5be1f0f62c1af22c537e20de50c3d6b35860895eb648ec82.jpg,13900,4.5,139,woman_clothes
393,394,스타일아유 여성 여름 순면 프린트 레터링 NEW YORK CITY 루즈핏 반팔 티셔츠 빅사이즈 M~2XL 오버핏 반팔티 롱티 캐주얼 오버핏 자체제작[A3G3TS1696],https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ba55/f9d331b674a5b5edd7c59c29cad75392cb0922bc1ea9218b09bfb51f889c.jpg,10800,4.5,198,woman_clothes
394,395,투디 여리핏 오픈 매쉬 니트 크롭 볼레로 가디건 국내제작 5컬러,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2640/37f6d908c6afa483f0689f40d692245c885caf44b144ab3f1008388762d0.jpeg,17290,5.0,607,woman_clothes
395,396,POMTOR 여름 여자 슬랙스 여성 면마 린넨바지 여성용 캐주얼 린넨 팬츠 린넨 와이드 팬츠,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec8d/6262e399af5ce71d405a0305ee7fcd44c89eb4ebde97ac9ab5838507a389.jpg,26500,4.5,207,woman_clothes
396,397,[난닝구]씨켈프 후드바람막이점퍼,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/96ef/53c1b1f4394a1ca51942853e9ec99224a381ec186b8fcb5dbd36b9e28754.jpg,34320,4.5,143,woman_clothes
397,398,케빈 볼레로 가디건 빅사이즈 오버핏 여름가디건 시원한가디건 볼레로 그물 여성용,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a0a3/90957299b305d0a8cdf886d0542b0d7441e257d299e1d4a4552e7cdc1b8c.jpg,16020,4.5,362,woman_clothes
398,399,글라모라 여성 밴딩 면 4부 반바지 2종세트,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4406/b3ce96f7b3eb16200e8e55b3964c2c3944da75838b6a006b6745628b895e.jpg,14900,5.0,79,woman_clothes
399,400,후그 수영 컴포트 실리콘 브라캡 2세트 (4PCS) 수영브라캡,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8534/474bb9cdbbb0895518c3da9d7f48351eec491b8e194adc6a715687535c3e.jpg,11090,4.5,1374,woman_clothes
400,401,모르간 테일러드 더블버튼 원피스 1종 [24FW 최신상],https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f820/d87727a435c0a9eca9ceff88749dd830db6c9df175d43a5ec4aa750dbcae.jpg,119900,4.5,2,woman_clothes
401,402,ELLE GIRL 루즈핏 올웨이즈 프린트 반팔 티셔츠,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4692383623326670-0683dcfb-1028-4d42-88c0-67bae5128059.jpg,7270,4.5,593,woman_clothes
402,403,베이직스킨 여성 래쉬가드 이너 세트 BEL-R215K,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/08/21/20/9/8a0e6415-b00e-42a5-a2db-544144b7b64e.jpg,21420,4.5,2288,woman_clothes
403,404,투펄슨 캡내장 브라캡 심리스 브라탑 나시 3장 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1f4a/6266dce1fafffcbb1b057aa168424c33ab9caa495696cc32a2d280306201.png,15900,5.0,136,woman_clothes
404,405,1+1 아이스쿨 8.5부 트임 레깅스 밴딩팬츠 FREE~ 5XL [국내생산 프리미엄] 빅사이즈,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4ec7/735b699f3a25ebfd2d6c0c5f21662af80e68191fd67a3559dfa9967e303d.jpg,17370,4.0,634,woman_clothes
405,406,비욘 상하의 5종 풀세트 가오리 래쉬가드 루즈핏 빅사이즈 BUEHN,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0537/47c517ffd3f0f61e8cab8f4f32e11ba2916813296ef741c7b1496a0f798a.jpg,29800,4.5,245,woman_clothes
406,407,아피나르 여성용 링클프리 쿨링 7부 밴딩 팬츠,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3558711101897953-77099dc5-c031-48e8-9e59-6ba3ede29b5d.jpg,12540,4.5,96,woman_clothes
407,408,"애플망고옷장 남자 여자 긴팔 오버핏 하와이 레쉬가드 비치웨어 빅사이즈 방수 스윔 수영복, 블랙",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a2ce/0a647cba2d45eb345395505477ae4af850f793a2950e48329c6286fe5d89.jpg,29900,4.5,61,woman_clothes
408,409,ELLE PARIS 여성용 돌먼슬리브 원피스,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/310014670878997-30e522fe-0566-4273-a819-4300574a9936.jpg,27280,5.0,369,woman_clothes
409,410,"UPPERCUT 래쉬가드 세트 남여 커플세트 여성5종 남성3종, 남성3종세트",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/452f/09c0006e99fe1c17404b86e7fa06fd559b0536c978809c824e13506e7b94.jpg,27700,4.5,5674,woman_clothes
410,411,캐럿 여성용 여름 가디건,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2415040744925627-04235332-ae7d-4fcb-aa13-1424f744ce99.jpg,9380,4.5,1536,woman_clothes
411,412,애니진 여성 8부 가볍고 시원한 바스락 밴딩팬츠 2108,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2457/a5d8b98b036d83c9d8af212263845e68aee136908d396384362542099d55.jpg,15700,4.5,1910,woman_clothes
412,413,플로에 여성 밴딩 반바지 2종세트,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b997/8b7b70327b893bb3944f231313e549c479ca319d253e2b0bfe48529e5cff.jpg,15900,5.0,116,woman_clothes
413,414,"테슬라 래쉬가드 크롭집업 긴팔 TM-FSZ03, 애쉬블루_ZZABU",https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/97e8/02c97dbbe29d2f8bd4c5c9438b8e9c37f339b16c50ab2550b065e396f985.jpg,22000,5.0,9,woman_clothes
414,415,[44~77] 비키비키 클라인 3부 숏 워터 레깅스 UPF50+ 이너 수영복 여자 하이웨스트 밴딩 Y존프리 에어쿨링 워터파크 물놀이 스윔웨어,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/336c/5aa51583d06616e97b6e31d788159053ae39dfd51130d1001ade0b69f7a1.jpg,18000,4.5,3,woman_clothes
415,416,아디다스 컴뱃스포츠 마샬아츠 5부 트레이닝 여름 반바지 S21ATMSH 남여공용 트레이닝복 트레이닝 팬츠,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b8a9/1aed7ee43f02c65b478c737fc27d9fc2c6ef416d6e65fd89f68e3da54df9.jpg,38000,4.5,787,woman_clothes
416,417,[레티고] 스퀘어 넥 슬림 민소매 나시 티셔츠,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ae6c/7d3645146799c4985f3f2033e2d871733e85b1d8551e2f7069c4c2ca8fe3.jpg,14400,4.5,387,woman_clothes
417,418,여름 펀칭 니트 조끼 베스트(5color),https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/43a8/44125e1dc73de00515da40a3bd26a228ef628ea166cd082fcbec8233e16d.jpg,9900,4.0,103,woman_clothes
418,419,펀한커플 여성용 무지 집업 래쉬가드 상의 B4114,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/06/03/15/8/e683b2f4-a59a-4a06-8777-eb18b1aa7d22.jpg,22130,4.5,184,woman_clothes
419,420,[난닝구]센티츠 나염반팔티,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b15d/e66fdd3b8f625790ba4ca11dcac2502605b6413ed2d56a9b4ddb361268f0.jpg,10000,4.0,216,woman_clothes
420,421,반스 볼레로 반팔 여성 여름 크롭 쿨링 반팔 그물 펀칭 볼레로 커버업 가디건 뜨개 미니가디건 숏가디건 니트 봄 의류 여자 비치 해변 로브 여름가디건 매듭 숄가디건,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3fcb/d896e7b98a0285f9040af24a8b445eb1a4056137a3a44f6240b990d494cf.jpg,16800,3.5,14,woman_clothes
421,422,아피나르 여성용 유넥 립 반팔 티셔츠,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/40568347675793-7c2354bf-d5a1-455b-bb51-125876996428.jpg,8320,4.5,125,woman_clothes
422,423,POMTOR 여름 여자 슬랙스 여성 면마 린넨바지 여성용 캐주얼 린넨 팬츠 린넨 와이드 팬츠,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec8d/6262e399af5ce71d405a0305ee7fcd44c89eb4ebde97ac9ab5838507a389.jpg,26500,4.5,207,woman_clothes
423,424,[국내출하] KORELAN 1+1 겨드랑이 색소침착 팔꿈치 사타구니 y존 바디미백 톤업크림,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ce1c/75f031fbee74cf8da8bb5943b3c507b40da4eb3b61c6adcb5625138cbd1f.jpg,16800,4.5,848,woman_clothes
424,425,"테슬라 래쉬가드 크롭집업 긴팔 TM-FSZ03, 애쉬블루_ZZABU",https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/97e8/02c97dbbe29d2f8bd4c5c9438b8e9c37f339b16c50ab2550b065e396f985.jpg,22000,5.0,9,woman_clothes
425,426,투펄슨 캡내장 브라캡 심리스 브라탑 나시 3장 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1f4a/6266dce1fafffcbb1b057aa168424c33ab9caa495696cc32a2d280306201.png,15900,5.0,136,woman_clothes
426,427,여름 펀칭 니트 조끼 베스트(5color),https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/43a8/44125e1dc73de00515da40a3bd26a228ef628ea166cd082fcbec8233e16d.jpg,9900,4.0,103,woman_clothes
427,428,디어메스 스판 크롭 끈나시 민소매,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5cf7/3a16d8acaa5eb15ed840e0741cfd690b08f42556ae6a90634bdc802ee648.jpg,10800,5.0,81,woman_clothes
428,429,"메이킹유 여성비치웨어 자외선차단 수영복상의 8989후드집업래쉬가드, S, 베이지",https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/21de/d4745b77ce4cd54c44d2300e5c6ca1413b65651fcba31c16ab8762bf18ff.jpg,16900,4.5,42,woman_clothes
429,430,"애플망고옷장 남자 여자 긴팔 오버핏 하와이 레쉬가드 비치웨어 빅사이즈 방수 스윔 수영복, 블랙",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a2ce/0a647cba2d45eb345395505477ae4af850f793a2950e48329c6286fe5d89.jpg,29900,4.5,61,woman_clothes
430,431,비욘 상하의 5종 풀세트 가오리 래쉬가드 루즈핏 빅사이즈 BUEHN,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0537/47c517ffd3f0f61e8cab8f4f32e11ba2916813296ef741c7b1496a0f798a.jpg,29800,4.5,245,woman_clothes
431,432,"UPPERCUT 래쉬가드 세트 남여 커플세트 여성5종 남성3종, 남성3종세트",https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/452f/09c0006e99fe1c17404b86e7fa06fd559b0536c978809c824e13506e7b94.jpg,27700,4.5,5674,woman_clothes
432,433,주디앤 글로리 여성 반팔 트레이닝 상하의 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2d1b/0f5e881809c608d74370217e4a3f65f2e6b0c6345027cf560d5503f8e54d.jpg,19900,4.5,59,woman_clothes
433,434,오버핏 가로 절개 카라 티셔츠(5color),https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/686d/786b64421450dfc3b4e25d79218d57b418b9ea6553a8a75081f3b0c04090.png,10550,3.5,100,woman_clothes
434,435,"여성 여름 수영복 세트 캐주얼 끈나시 상의 반바지 반팔 티셔츠 상하의 3피스 세트 스포츠 비키니 래쉬가드 3종 세트 MJS, 스타일1, 블루",https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/65ab/82c72c0cc3d336020cea4919f7feb994bacbbb50e25431b5c70bde046d75.jpg,21330,5.0,53,woman_clothes
435,436,ELLE PARIS 베이직 브이넥 반팔 티셔츠,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4979294040850663-dec03a00-274f-45a9-b7d0-8993d58a38a3.jpg,6720,4.5,1904,woman_clothes
